rpt_rec_num,Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Interns and Residents (FTE),Total Days Title V,Total Days Title XVIII,Total Days Title XIX,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges Title V,Total Discharges Title XVIII,Total Discharges Title XIX,Total Discharges (V + XVIII + XIX + Unknown),Number of Beds + Total for all Subproviders,Hospital Total Days Title V For Adults & Peds,Hospital Total Days Title XVIII For Adults & Peds,Hospital Total Days Title XIX For Adults & Peds,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds,Hospital Number of Beds For Adults & Peds,Hospital Total Bed Days Available For Adults & Peds,Hospital Total Discharges Title V For Adults & Peds,Hospital Total Discharges Title XVIII For Adults & Peds,Hospital Total Discharges Title XIX For Adults & Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor: Direct Patient Care,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Other Current Assets,Total Current Assets,Fixed Equipment,Major Movable Equipment,Total Assets,"Salaries, Wages, and Fees Payable",Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Liabilities and Fund Balances,DRG Amounts Other Than Outlier Payments,Disproportionate Share Adjustment,Allowable DSH Percentage,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Total Patient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Net Revenue from Stand-Alone CHIP
742847,230108,PORTAGE HEALTH SYSTEM,500 CAMPUS DRIVE,HANCOCK,MI,49930-,HOUGHTON,99923.0,R,STH,1,4,12/1/2021,11/30/2022,356.81,,,1749.0,241.0,4993.0,36.0,13140.0,,253.0,51.0,1037.0,96.0,,1032.0,159.0,3126.0,36.0,13140.0,,253.0,51.0,1037.0,229759.0,1018680.0,516246.0,2758439.0,32229993.0,48253280.0,2976726.0,50872889.0,38214386.0,145942776.0,184157162.0,4771228.0,,32229993.0,1092036.0,,,16108849.0,,,21539536.0,1598739.0,4753241.0,67830834.0,2390961.0,1210430.0,5557327.0,2015947.0,6954744.0,,8970691.0,14528018.0,53302816.0,67830834.0,,43215.0,0.08,,,40139331.0,175370616.0,215509947.0,146160194.0,69349753.0,80635258.0,-11285505.0,11857259.0,571754.0,,571754.0,0.276247,3446577.0,
742850,243300,GILLETTE CHILDRENS SPECIALTY HEALTH,200 EAST UNIVERSITY,ST. PAUL,MN,55101,RAMSEY,33460.0,U,CH,7,2,1/1/2022,12/31/2022,1125.33,11.31,,89.0,3829.0,9216.0,60.0,21900.0,,24.0,776.0,2164.0,60.0,,86.0,3131.0,8158.0,50.0,18250.0,,24.0,776.0,2164.0,,,,,126822463.0,151950514.0,16221688.0,202169268.0,242423594.0,260363686.0,502787280.0,,,,,,,45701307.0,,7570847.0,198088415.0,101268226.0,,466583060.0,16981383.0,19441426.0,49307600.0,,29433744.0,63948899.0,93382643.0,142690243.0,323892817.0,466583060.0,,,,,,242423592.0,260363686.0,502787278.0,236083585.0,266703693.0,283549985.0,-16846292.0,3664704.0,-13181588.0,,-13181588.0,,,
742852,250127,CHOCTAW HEALTH CENTER,ROUTE 7 BOX R50,PHILADELPHIA,MS,39350,NESHOBA,99925.0,R,STH,1,7,10/1/2021,9/30/2022,420.0,,,198.0,77.0,775.0,20.0,7300.0,,36.0,14.0,164.0,20.0,,198.0,77.0,775.0,20.0,7300.0,,36.0,14.0,164.0,,,,,20812042.0,38649270.0,2944828.0,24448829.0,13175.0,562032.0,575207.0,1.0,,20812042.0,,,,,,,,,,,,,,,,,,,,,,5103.0,0.0732,,,,,,,,59461312.0,-59461312.0,,-59461312.0,,-59461312.0,,,
742854,273025,REHABILITATION HOSPITAL OF MONTANA,3572 HESPER ROAD,BILLINGS,MT,59102,YELLOWSTONE,13740.0,U,RH,5,5,1/1/2022,12/31/2022,68.6,,,4771.0,322.0,7719.0,34.0,12410.0,,423.0,30.0,671.0,34.0,,4771.0,322.0,7719.0,34.0,12410.0,,423.0,30.0,671.0,,,,,5593744.0,6205623.0,239462.0,12252194.0,26524357.0,,26524357.0,783137.0,,5593744.0,1324766.0,,,1994451.0,-169996.0,,4299792.0,,1910859.0,19609987.0,396299.0,1312878.0,2990431.0,,,11715999.0,11715999.0,14706430.0,4903557.0,19609987.0,,,,,,26524357.0,,26524357.0,11414756.0,15109601.0,11799367.0,3310234.0,64216.0,3374450.0,,3374450.0,,,
742864,380075,PROVIDENCE MEDFORD MEDICAL CENTER,1111 CRATER LAKE AVENUE,MEDFORD,OR,97304-,JACKSON,32780.0,R,STH,1,1,1/1/2022,12/31/2022,750.0,,,9346.0,837.0,28439.0,96.0,35040.0,,1587.0,157.0,5016.0,108.0,,8258.0,606.0,24350.0,81.0,29565.0,,1587.0,157.0,5016.0,4035505.0,2251086.0,4749962.0,31472807.0,79317850.0,109632066.0,5415472.0,221018471.0,303164234.0,410938358.0,714102592.0,22301330.0,,79317850.0,12708365.0,,,30678437.0,-96.0,,57596412.0,23139988.0,85020921.0,117521984.0,9909985.0,3398725.0,26377300.0,,418640.0,1050675.0,1469315.0,27846615.0,89675369.0,117521984.0,,779981.0,0.1429,16024565.0,,303110658.0,444477362.0,747588020.0,507830231.0,239757789.0,281315808.0,-41558019.0,6079769.0,-35478250.0,,-35478250.0,0.309505,17665046.0,
742865,380082,PROVIDENCE MILWAUKIE HOSPITAL,10150 S.E. 32ND AVENUE,MILWAUKIE,OR,97222-,CLACKAMAS,38900.0,U,STH,1,1,1/1/2022,12/31/2022,382.84,20.26,,2756.0,200.0,12628.0,40.0,14600.0,,556.0,51.0,2585.0,59.0,,2511.0,174.0,10967.0,34.0,12410.0,,556.0,51.0,2585.0,2999361.0,788529.0,3279343.0,15645750.0,47877685.0,45788970.0,2473112.0,103545514.0,102402288.0,186769627.0,289171915.0,10623248.0,,47790233.0,986784.0,255515.0,543625.0,22096700.0,,,42458139.0,10671882.0,32759229.0,66394457.0,4759295.0,2021487.0,13205833.0,,,709941.0,709941.0,13915774.0,52478683.0,66394457.0,,148290.0,0.1021,11240885.0,1238614.0,102403258.0,205414239.0,307817497.0,179025836.0,128791661.0,141117734.0,-12326073.0,-1090.0,-12327163.0,,-12327163.0,0.358076,5854528.0,
742884,451313,FISHER COUNTY HOSPITAL DISTRICT,774 STATE HIGHWAY 70,ROTAN,TX,79546,FISHER,99945.0,R,CAH,1,11,1/1/2022,12/31/2022,69.56,,,280.0,,524.0,13.0,4745.0,,17.0,,34.0,13.0,,39.0,,79.0,13.0,4745.0,,17.0,,34.0,1103817.0,319391.0,1388001.0,1741693.0,5117841.0,5184998.0,175640.0,9948213.0,700154.0,9065136.0,9765290.0,,,,,,,2534825.0,-1418873.0,1376288.0,7048958.0,1408655.0,5915855.0,9975947.0,469244.0,1881671.0,2761823.0,,131600.0,,131600.0,2893423.0,7082524.0,9975947.0,,,,,,700154.0,9151997.0,9852151.0,2565294.0,7286857.0,10302839.0,-3015982.0,3751875.0,735893.0,52884.0,683009.0,1.018732,429489.0,3501.0
742886,460004,MCKAY-DEE HOSPITAL,4401 HARRISON BLVD,OGDEN,UT,84403-,WEBER,36260.0,R,STH,1,2,1/1/2022,12/31/2022,1810.0,20.95,,11227.0,5552.0,55754.0,236.0,86140.0,,2833.0,810.0,13961.0,307.0,,4709.0,1709.0,30138.0,154.0,56210.0,,2833.0,810.0,13961.0,11541506.0,18797113.0,16052978.0,16052978.0,161714575.0,389800641.0,5386792.0,397097281.0,788061068.0,882958294.0,1671019362.0,44234376.0,,166548866.0,3711758.0,226915.0,74937.0,147084805.0,-52665570.0,493042.0,45381512.0,115468086.0,109441626.0,195818021.0,410831.0,20131947.0,22506134.0,,,7879434.0,7879434.0,30385568.0,165432453.0,195818021.0,,1112028.0,0.12,36670654.0,1263448.0,858061830.0,893464710.0,1751526540.0,1121626799.0,629899741.0,550453722.0,79446019.0,14684567.0,94130586.0,,94130586.0,0.237638,82137353.0,456624.0
742887,460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,5848 SOUTH 3RD EAST,MURRAY,UT,84107,SALT LAKE,41620.0,U,STH,1,2,1/1/2022,12/31/2022,281.46,,,152.0,4.0,667.0,40.0,14600.0,,100.0,3.0,492.0,40.0,,152.0,4.0,667.0,40.0,14600.0,,100.0,3.0,492.0,864713.0,1665821.0,1378751.0,1976726.0,23236860.0,54577704.0,1773658.0,64173612.0,20421798.0,187766774.0,208188572.0,7066343.0,,24311824.0,218432.0,,,14121589.0,-3701360.0,362018.0,12594565.0,27310341.0,20438840.0,64550843.0,,1256882.0,3875630.0,,,38763.0,38763.0,3914393.0,60636450.0,64550843.0,,,,2478010.0,,20364523.0,187927548.0,208292071.0,119547918.0,88744153.0,77770316.0,10973837.0,4104807.0,15078644.0,53.0,15078591.0,0.308248,2211213.0,2874.0
742940,114035,RIVERWOODS BEHAVIORAL HEALTH SYSTEM,223 MEDICAL CENTER DRIVE,RIVERDALE,GA,30274,CLAYTON,12060.0,U,PH,4,4,1/1/2022,12/31/2022,374.91,,,4095.0,,61098.0,223.0,81395.0,,413.0,,8795.0,223.0,,4095.0,,61098.0,223.0,81395.0,,413.0,,8795.0,,,,,24588238.0,19855648.0,2142299.0,38152034.0,147236100.0,5898720.0,153134820.0,,,,,,,7166677.0,-1694106.0,234124.0,5492771.0,,4263378.0,42518980.0,1479464.0,,2318164.0,,,20279334.0,20279334.0,22597498.0,19921482.0,42518980.0,,,,,,147236100.0,6050959.0,153287059.0,111088894.0,42198165.0,44443886.0,-2245721.0,1513657.0,-732064.0,,-732064.0,,,
742942,131317,BENEWAH COMMUNITY HOSPITAL,229 SEVENTH ST,ST MARIES,ID,83861,BENEWAH,99913.0,R,CAH,1,9,1/1/2022,12/31/2022,116.43,,,488.0,13.0,890.0,19.0,6935.0,,89.0,8.0,151.0,19.0,,349.0,13.0,540.0,19.0,6935.0,,89.0,8.0,151.0,6629.0,983846.0,798857.0,2353964.0,7951512.0,12191463.0,1388669.0,17760005.0,2597900.0,19457754.0,22055654.0,,,,,,,4055017.0,-1850001.0,,4949299.0,3150163.0,8248315.0,23373156.0,483765.0,515952.0,4051153.0,22115010.0,,,22115010.0,26166163.0,-2793007.0,23373156.0,,,,,,2653267.0,25801498.0,28454765.0,10705575.0,17749190.0,20142975.0,-2393785.0,2740048.0,346263.0,,346263.0,0.805236,1410083.0,
742970,293032,ENCOMPASS HEALTH REHABILITATION HOSP,10301 JEFFREYS STREET,HENDERSON,NV,89052,CLARK,29820.0,U,RH,5,4,1/1/2022,12/31/2022,161.79,,,12712.0,1594.0,19476.0,90.0,32850.0,,1031.0,57.0,1455.0,90.0,,12712.0,1594.0,19476.0,90.0,32850.0,,1031.0,57.0,1455.0,,,,,14091072.0,16906784.0,762116.0,26816349.0,54414093.0,,54414093.0,2671182.0,,14091072.0,135434.0,,,9994608.0,-3010563.0,,14120001.0,,6233444.0,22497679.0,1140916.0,2234993.0,3944695.0,,,,,3944695.0,18552984.0,22497679.0,,,,,,54414084.0,,54414084.0,18708137.0,35705947.0,30997856.0,4708091.0,15702.0,4723793.0,,4723793.0,,,
742971,293033,ENCOMPASS HEALTH REHABILITATION HOSP,9175 W OQUENDO RD,LAS VEGAS,NV,89148,CLARK,29820.0,U,RH,5,4,1/1/2022,12/31/2022,126.34,,,9414.0,1317.0,14435.0,50.0,18250.0,,733.0,75.0,1069.0,50.0,,9414.0,1317.0,14435.0,50.0,18250.0,,733.0,75.0,1069.0,,,,,10618496.0,12104965.0,490853.0,20809235.0,40550658.0,,40550658.0,1384227.0,,10618496.0,667381.0,,,6756964.0,-2088650.0,,9032013.0,,3826895.0,22356782.0,843435.0,1264832.0,2525117.0,,,2053227.0,2053227.0,4578344.0,17778438.0,22356782.0,,,,,,40550658.0,,40550658.0,16606605.0,23944053.0,22723461.0,1220592.0,29428.0,1250020.0,2.0,1250018.0,,,
742974,310057,VIRTUA MOUNT HOLLY HOSPITAL,175 MADISON AVENUE,MT. HOLLY,NJ,8060,BURLINGTON,15804.0,U,STH,1,2,1/1/2022,12/31/2022,1346.57,12.36,,22093.0,1655.0,67761.0,312.0,113880.0,,3662.0,500.0,15221.0,334.0,,19580.0,461.0,54891.0,274.0,100010.0,,3662.0,500.0,15221.0,5288725.0,1542964.0,5558536.0,16022273.0,132781847.0,229582377.0,19074705.0,315005021.0,1496586301.0,1112215243.0,2608801544.0,26717084.0,,135614585.0,11548376.0,,,55682357.0,-13380580.0,6230188.0,58379831.0,32871304.0,237971236.0,949108805.0,8798678.0,2947230.0,25633091.0,5562540.0,,19665608.0,25228148.0,50861239.0,898247566.0,949108805.0,,1309225.0,0.1311,26415426.0,870180.0,1462417983.0,1188720643.0,2651138626.0,2279341050.0,371797576.0,362364224.0,9433352.0,53345289.0,62778641.0,24120673.0,38657968.0,0.120747,45750629.0,
742975,310061,VIRTUA WILLINGBORO HOSPITAL,218A SUNSET RD,WILLINGBORO,NJ,8046,BURLINGTON,15804.0,U,STH,1,2,1/1/2022,12/31/2022,496.27,1.35,,8660.0,1436.0,27279.0,149.0,54385.0,,1362.0,235.0,4537.0,169.0,,7643.0,1258.0,24276.0,129.0,47085.0,,1362.0,235.0,4537.0,2716378.0,179590.0,2753493.0,5599637.0,46335625.0,67407935.0,5704920.0,102881787.0,465213736.0,390801527.0,856015263.0,9898555.0,,47240395.0,5630338.0,,,18109057.0,-5568832.0,,15910538.0,11375885.0,31552191.0,87833490.0,2837332.0,65399397.0,72857123.0,,,1020297.0,1020297.0,73877420.0,13956070.0,87833490.0,,748241.0,0.2329,8754803.0,72415.0,465857350.0,400382663.0,866240013.0,752612655.0,113627358.0,113743560.0,-116202.0,2967124.0,2850922.0,,2850922.0,0.120187,22498578.0,
742988,344030,STRATEGIC BEHAVIORAL CENTER LELAND,2050 MERCANTILE DRIVE,LELAND,NC,28451,BRUNSWICK,34820.0,U,PH,4,4,1/1/2022,12/31/2022,55.11,,,2083.0,3579.0,7559.0,40.0,14600.0,,142.0,344.0,747.0,112.0,,2083.0,3579.0,7559.0,40.0,14600.0,,142.0,344.0,747.0,,,,,12368412.0,7257793.0,358215.0,21706103.0,45890550.0,,45890550.0,,,,,,,3573983.0,-1909539.0,,1965210.0,,737691.0,11841464.0,814658.0,8317699.0,9660171.0,,,,,9660171.0,2181293.0,11841464.0,,,,,,45891750.0,769015.0,46660765.0,27050631.0,19610134.0,18166893.0,1443241.0,738055.0,2181296.0,,2181296.0,,,
742994,390041,UNIONTOWN HOSPITAL,500 WEST BERKELEY STREET,UNIONTOWN,PA,15401,FAYETTE,38300.0,U,STH,1,2,1/1/2022,12/31/2022,719.97,,,6605.0,290.0,29477.0,134.0,48910.0,,1532.0,68.0,6242.0,145.0,,5997.0,259.0,25840.0,119.0,43435.0,,1532.0,68.0,6242.0,637652.0,5124314.0,2337380.0,5666206.0,44991154.0,110435497.0,6470698.0,133044483.0,159640717.0,242225878.0,401866595.0,12872049.0,,44991154.0,10702241.0,,,35403750.0,-14316160.0,,31794066.0,730647.0,9317940.0,102804451.0,5640801.0,22499537.0,45996979.0,,42574216.0,3693007.0,46267223.0,92264202.0,10540249.0,102804451.0,,377138.0,0.1204,20567042.0,,159640716.0,242225877.0,401866593.0,260062984.0,141803609.0,155426651.0,-13623042.0,9077704.0,-4545338.0,,-4545338.0,0.331066,18386339.0,
742997,424014,REBOUND BEHAVIORAL HEALTH,134 EAST REBOUND ROAD,LANCASTER,SC,29720,LANCASTER,16740.0,U,PH,4,4,1/1/2022,12/31/2022,105.56,,,1918.0,94.0,16158.0,63.0,22995.0,,243.0,11.0,2175.0,63.0,,1918.0,94.0,16158.0,63.0,22995.0,,243.0,11.0,2175.0,,,,,7103168.0,6424861.0,735744.0,11769517.0,64636401.0,2807480.0,67443881.0,,,,,,,1747552.0,-246808.0,67456.0,1586190.0,1559254.0,,11197416.0,321426.0,,776965.0,,,24686201.0,24686201.0,25463166.0,-14265750.0,11197416.0,,,,,,68431373.0,2807480.0,71238853.0,59963241.0,11275612.0,13528029.0,-2252417.0,9459.0,-2242958.0,,-2242958.0,,,
743018,463027,NORTHERN UTAH REHABILITATION HOSPITA,5825 HARRISON BLVD,SOUTH OGDEN,UT,84403,WEBER,36260.0,U,RH,5,4,1/1/2022,12/31/2022,75.0,,,3853.0,117.0,5752.0,40.0,14600.0,,237.0,5.0,347.0,40.0,,3853.0,117.0,5752.0,40.0,14600.0,,237.0,5.0,347.0,,,,,5302859.0,5827777.0,283362.0,11516116.0,12321338.0,992880.0,13314218.0,,,,,,,2283477.0,-440767.0,478357.0,2435670.0,,1284675.0,185501017.0,424279.0,198158894.0,198882935.0,,292392.0,11716420.0,12008812.0,210891747.0,-25390730.0,185501017.0,,,,,,12321337.0,992880.0,13314217.0,4247680.0,9066537.0,11130636.0,-2064099.0,13373.0,-2050726.0,,-2050726.0,,,
743019,491305,SHENANDOAH MEMORIAL HOSPITAL,759 MAIN STREET,WOODSTOCK,VA,22664-,SHENANDOAH,99949.0,R,CAH,1,2,1/1/2022,12/31/2022,239.59,,,3445.0,57.0,6625.0,25.0,9125.0,,601.0,19.0,1239.0,25.0,,1909.0,57.0,4262.0,25.0,9125.0,,601.0,19.0,1239.0,844067.0,3914796.0,2480014.0,6148320.0,28720632.0,43587484.0,5278832.0,71899121.0,25941791.0,140207076.0,166148867.0,,,,,,,23521141.0,-8729951.0,,43623935.0,21565683.0,22054960.0,122262284.0,,,-1978984.0,,,27152344.0,27152344.0,25173360.0,93727166.0,122262284.0,,,,,,25994797.0,146630062.0,172624859.0,94394602.0,78230257.0,72308116.0,5922141.0,-385078.0,5537063.0,22732.0,5514331.0,0.432739,8221967.0,
743020,491307,PAGE MEMORIAL HOSPITAL,200 MEMORIAL DRIVE,LURAY,VA,22835,PAGE,99949.0,R,CAH,1,2,1/1/2022,12/31/2022,142.07,,,2495.0,15.0,4335.0,25.0,9125.0,,337.0,3.0,778.0,25.0,,1217.0,15.0,2267.0,25.0,9125.0,,337.0,3.0,778.0,318507.0,3261238.0,1848601.0,4308108.0,16563308.0,26543213.0,2888125.0,42007390.0,11896640.0,72728764.0,84625404.0,,,,,,,12483065.0,-4979879.0,-914427.0,10483174.0,4838976.0,14455788.0,61399388.0,,25802.0,3344584.0,,30590013.0,201788.0,30791801.0,34136385.0,27263003.0,61399388.0,,,,,,11894640.0,77800980.0,89695620.0,46042329.0,43653291.0,43106521.0,546770.0,2050750.0,2597520.0,6993.0,2590527.0,0.496392,2716364.0,
743026,511309,WAR MEMORIAL HOSPITAL,1 HEALTHY WAY,BERKELEY SPRINGS,WV,25411-,MORGAN,25180.0,U,CAH,1,2,1/1/2022,12/31/2022,130.12,,,1725.0,24.0,3353.0,25.0,9125.0,,212.0,5.0,392.0,41.0,,798.0,24.0,1426.0,25.0,9125.0,,212.0,5.0,392.0,276453.0,1756798.0,1104619.0,2634076.0,12527458.0,18923792.0,1780367.0,30505398.0,11821012.0,50681784.0,62502796.0,,,,,,,9908747.0,-5681018.0,-691.0,6545663.0,2927921.0,11491940.0,50245134.0,,,4220111.0,,581719.0,,581719.0,4801830.0,45092089.0,50245134.0,,,,,,11821012.0,54545457.0,66366469.0,33158597.0,33207872.0,31451250.0,1756622.0,1574843.0,3331465.0,,3331465.0,0.488065,3243547.0,
743027,511311,HAMPSHIRE MEMORIAL HOSPITAL,363 SUNRISE BOULEVARD,ROMNEY,WV,26757,HAMPSHIRE,49020.0,U,CAH,1,2,1/1/2022,12/31/2022,129.54,,,1331.0,40.0,2864.0,14.0,5110.0,,156.0,9.0,335.0,44.0,,532.0,40.0,1169.0,14.0,5110.0,,156.0,9.0,335.0,322477.0,1688666.0,1107598.0,2950214.0,12982133.0,19934137.0,2259090.0,31779298.0,10645161.0,53473594.0,64118755.0,,,,,,,5145449.0,-1870564.0,210569.0,5932904.0,4590093.0,10627476.0,45455638.0,,,6633424.0,,23418817.0,,23418817.0,30052241.0,15403397.0,45455638.0,,,,,,10662196.0,57285552.0,67947748.0,35570579.0,32377169.0,32916270.0,-539101.0,2407321.0,1868220.0,440000.0,1428220.0,0.495632,4328152.0,
743028,511321,ST. JOSEPHS HOSPITAL OF BUCKHANNON,1 AMALIA DRIVE,BUCKHANNON,WV,26201,UPSHUR,99951.0,R,CAH,1,2,1/1/2022,12/31/2022,413.06,,,1346.0,129.0,4301.0,25.0,9125.0,,343.0,188.0,1213.0,51.0,,942.0,60.0,2735.0,21.0,7665.0,,343.0,188.0,1213.0,1144736.0,4339026.0,2677863.0,2677863.0,29486091.0,56012969.0,1742333.0,70909150.0,17657517.0,182339160.0,199996677.0,,,,,,,20251000.0,-7547000.0,615000.0,37527000.0,444000.0,10877000.0,91061000.0,3624000.0,11687000.0,21449000.0,,,8534000.0,8534000.0,29983000.0,61078000.0,91061000.0,,,,,,19760114.0,203982222.0,223742336.0,122293154.0,101449182.0,85499060.0,15950122.0,4100963.0,20051085.0,2943088.0,17107997.0,0.354552,18925569.0,261921.0
743029,511322,SUMMERSVILLE REGIONAL MED CENTER,400 FAIRVIEW HEIGHTS ROAD,SUMMERSVILLE,WV,26551,NICHOLAS,99951.0,R,CAH,1,2,1/1/2022,12/31/2022,334.52,,,2564.0,109.0,6981.0,25.0,9125.0,,542.0,30.0,1592.0,77.0,,1915.0,94.0,5040.0,19.0,6935.0,,542.0,30.0,1592.0,591939.0,3824887.0,1816279.0,2300596.0,26042781.0,34416482.0,1511349.0,45415473.0,35994901.0,106618567.0,142613468.0,,,,,,,14158776.0,-6461315.0,2014410.0,33193734.0,360358.0,2892013.0,46052850.0,2381055.0,5719495.0,12821296.0,,11300530.0,295089.0,11595619.0,24416915.0,21635935.0,46052850.0,,,,,,38457763.0,125271637.0,163729400.0,103086904.0,60642496.0,60459263.0,183233.0,5811300.0,5994533.0,,5994533.0,0.318452,10821822.0,125351.0
743032,521312,MEMORIAL HOSPITAL OF LAFAYETTE CTY,800 CLAY STREET,DARLINGTON,WI,53530,LAFAYETTE,99952.0,R,CAH,1,9,1/1/2022,12/31/2022,110.8,,,692.0,25.0,1137.0,25.0,9125.0,,155.0,21.0,256.0,25.0,,453.0,25.0,660.0,25.0,9125.0,,155.0,21.0,256.0,195272.0,387257.0,382340.0,1475462.0,9184468.0,17250533.0,893493.0,23896953.0,6238341.0,33530504.0,39768845.0,,,,,,,5997241.0,-2600000.0,1574000.0,6259662.0,,8115536.0,28024691.0,1500230.0,4251.0,3431684.0,,141240.0,10466106.0,10607346.0,14039030.0,13985661.0,28024691.0,,,,,,7201621.0,36895966.0,44097587.0,18310013.0,25787574.0,26509479.0,-721905.0,918522.0,196617.0,-910840.0,1107457.0,0.600896,1363864.0,
743041,50071,KFH - SANTA CLARA,700 LAURENCE EXPRESSWAY,SANTA CLARA,CA,95051-,SANTA CLARA,41940.0,U,STH,1,2,1/1/2022,12/31/2022,2182.57,103.23,,2444.0,1214.0,92357.0,343.0,125195.0,,376.0,171.0,17241.0,343.0,,2084.0,685.0,66131.0,269.0,98315.0,,376.0,171.0,17241.0,4366134.0,7043565.0,6180937.0,26774923.0,330399748.0,795102579.0,12387429.0,974158692.0,1955471774.0,1825405650.0,3780877424.0,132676981.0,,355584952.0,176204375.0,,3274835.0,,,,,,,,,,,,,,,,,,,,,99446972.0,851310.0,1955471774.0,1825405650.0,3780877424.0,2527832137.0,1253045287.0,1096456078.0,156589209.0,13594882.0,170184091.0,,170184091.0,0.257654,31940752.0,20398.0
743042,50133,ADVENTIST HEALTH AND RIDEOUT,726 FOURTH STREET,MARYSVILLE,CA,95901-,YUBA,49700.0,R,STH,1,2,1/1/2022,12/31/2022,1337.08,,,24321.0,4480.0,57473.0,209.0,76285.0,,3968.0,1003.0,10337.0,209.0,,21588.0,3947.0,47964.0,179.0,65335.0,,3968.0,1003.0,10337.0,6172335.0,18799754.0,10366591.0,10366591.0,157829038.0,349438437.0,12222745.0,392661299.0,1100241944.0,791034718.0,1891276662.0,45466333.0,,157461475.0,17133438.0,,,328873847.0,-252501504.0,6424047.0,-41622537.0,6578379.0,148909310.0,269510496.0,15735829.0,-988542.0,62371779.0,,148825685.0,11883733.0,160709418.0,223081197.0,46429299.0,269510496.0,,1583565.0,0.12,10897185.0,,1108936661.0,791034716.0,1899971377.0,1465452276.0,434519101.0,507267475.0,-72748374.0,14739976.0,-58008398.0,,-58008398.0,0.207617,95145293.0,
743043,50496,JOHN MUIR MEDICAL CENTER - CONCORD,2540 EAST STREET,CONCORD,CA,94520,,36084.0,U,STH,1,2,1/1/2022,12/31/2022,1316.63,22.03,2412.0,22913.0,353.0,64155.0,244.0,89060.0,351.0,4011.0,,10780.0,244.0,2008.0,19698.0,,53421.0,208.0,75920.0,351.0,4011.0,,10780.0,3243131.0,8874529.0,4755223.0,73303327.0,214453948.0,367600728.0,15468891.0,506468941.0,2432717904.0,1260705390.0,3693423294.0,46632186.0,,214453948.0,22283294.0,,1296617.0,-14573091.0,-428895410.0,167689.0,117437464.0,,224696081.0,375848027.0,13524560.0,34662085.0,84432462.0,,54138935.0,12643378.0,66782313.0,151214775.0,224633252.0,375848027.0,,3060661.0,0.1538,35409181.0,4014997.0,2432777900.0,1261686079.0,3694463979.0,3158041393.0,536422586.0,582054676.0,-45632090.0,7145754.0,-38486336.0,,-38486336.0,0.137127,45420283.0,
743046,50710,KFH - FRESNO,7300 NORTH FRESNO,FRESNO,CA,93720-,FRESNO,23420.0,U,STH,1,2,1/1/2022,12/31/2022,957.08,2.17,,1075.0,281.0,34137.0,169.0,61685.0,,246.0,64.0,8369.0,169.0,,966.0,242.0,27547.0,145.0,52925.0,,246.0,64.0,8369.0,2967575.0,5280638.0,4046193.0,9522717.0,138203016.0,340590756.0,2995304.0,347343900.0,642934056.0,1057569327.0,1700503383.0,57767654.0,,140105681.0,64166772.0,,,,,,,,,,,,,,,,,,,,,,,44024608.0,5505.0,642934057.0,1057569326.0,1700503383.0,1243568229.0,456935154.0,397747529.0,59187625.0,5421155.0,64608780.0,,64608780.0,0.204259,2890115.0,
743047,50748,KFH - MANTECA,1777 WEST YOSEMITE AVENUE,MANTECA,CA,95337-,SAN JOAQUIN,44700.0,U,STH,1,2,1/1/2022,12/31/2022,1368.7,10.12,,1523.0,562.0,56865.0,213.0,77745.0,,320.0,133.0,14366.0,213.0,,1293.0,431.0,40069.0,163.0,59495.0,,320.0,133.0,14366.0,7601892.0,10920279.0,9977730.0,24982903.0,207474647.0,497268254.0,16787517.0,581881582.0,1072952999.0,1601600284.0,2674553283.0,90161389.0,,205599171.0,122749728.0,,,,,,,,,,,,,,,,,,,,,,,66833779.0,66058.0,1072952998.0,1601600283.0,2674553281.0,1877721343.0,796831938.0,675723809.0,121108129.0,14406088.0,135514217.0,,135514217.0,0.217562,14880303.0,19553.0
